id,title,dept,size,depth
ECON 406,ECON 406,ECON,6,4
ECON 407,ECON 407,ECON,6,4
ECON 417,ECON 417,ECON,3,3
ECON 420,ECON 420,ECON,7,4
ECON 421,ECON 421,ECON,3,3
ECON 425,ECON 425,ECON,4,4
ECON 426,ECON 426,ECON,1,5
ECON 436,ECON 436,ECON,6,3
ECON 441,ECON 441,ECON,3,3
ECON 442,ECON 442,ECON,3,3
ECON 444,ECON 444,ECON,3,3
ECON 447,ECON 447,ECON,6,3
ECON 450,ECON 450,ECON,3,3
ECON 451,ECON 451,ECON,3,3
ECON 455,ECON 455,ECON,3,3
ECON 456,ECON 456,ECON,3,3
ECON 457,ECON 457,ECON,2,1
ECON 460,ECON 460,ECON,6,3
ECON 461,ECON 461,ECON,6,3
ECON 465,ECON 465,ECON,2,3
ECON 466,ECON 466,ECON,3,3
ECON 468,ECON 468,ECON,3,3
ECON 471,ECON 471,ECON,3,3
ECON 472,ECON 472,ECON,3,3
ECON 480,ECON 480,ECON,4,2
ECON 482,ECON 482,ECON,3,3
ECON 485,ECON 485,ECON,10,4
ECON 487,ECON 487,ECON,3,3
ECON 490,ECON 490,ECON,6,4
ECON 493,ECON 493,ECON,1,4
ECON 494,ECON 494,ECON,1,5
EDCP 306,EDCP 306,EDCP,1,1
EDCP 305,EDCP 305,EDCP,0,0
EDCP 317,EDCP 317,EDCP,1,1
EDCP 316,EDCP 316,EDCP,0,0
EDCP 342,EDCP 342,EDCP,0,0
EDCP 343,EDCP 343,EDCP,2,1
EDCP 340,EDCP 340,EDCP,0,0
EDCP 344,EDCP 344,EDCP,2,1
EDCP 377,EDCP 377,EDCP,1,1
EDCP 374,EDCP 374,EDCP,0,0
EDCP 410,EDCP 410,EDCP,1,1
EDCP 308,EDCP 308,EDCP,0,0
EDCP 411,EDCP 411,EDCP,1,1
EDCP 413,EDCP 413,EDCP,1,1
EDCP 414,EDCP 414,EDCP,1,1
EDCP 415,EDCP 415,EDCP,2,1
EPSE 312,EPSE 312,EPSE,0,0
EPSE 317,EPSE 317,EPSE,0,0
EDCP 417,EDCP 417,EDCP,4,1
EDCP 309,EDCP 309,EDCP,0,0
EDCP 416,EDCP 416,EDCP,0,0
EDCP 418,EDCP 418,EDCP,1,2
EDCP 419,EDCP 419,EDCP,1,3
EDCP 430,EDCP 430,EDCP,1,1
EDCP 331,EDCP 331,EDCP,0,0
EDCP 441,EDCP 441,EDCP,2,1
EDCP 491,EDCP 491,EDCP,1,1
EDCP 391,EDCP 391,EDCP,0,0
EDUC 211,EDUC 211,EDUC,2,1
EDUC 321,EDUC 321,EDUC,1,1
EDUC 315,EDUC 315,EDUC,1,0
EDUC 323,EDUC 323,EDUC,1,1
EDUC 342,EDUC 342,EDUC,3,1
LLED 489,LLED 489,LLED,0,0
LING 400,LING 400,LING,0,0
EDUC 344,EDUC 344,EDUC,2,1
EDUC 143,EDUC 143,EDUC,0,0
EDUC 244,EDUC 244,EDUC,0,0
EDUC 418,EDUC 418,EDUC,0,0
EDUC 419,EDUC 419,EDUC,0,0
EDUC 421,EDUC 421,EDUC,0,0
EDUC 430,EDUC 430,EDUC,3,1
EDUC 451,EDUC 451,EDUC,1,1
EDUC 450,EDUC 450,EDUC,0,0
EDUC 452,EDUC 452,EDUC,1,2
ELEC 205,ELEC 205,ELEC,1,4
ELEC 271,ELEC 271,ELEC,1,5
ELEC 281,ELEC 281,ELEC,7,1
ELEC 291,ELEC 291,ELEC,2,4
ELEC 292,ELEC 292,ELEC,3,4
ELEC 301,ELEC 301,ELEC,4,4
ELEC 302,ELEC 302,ELEC,4,4
ELEC 311,ELEC 311,ELEC,8,20
ELEC 315,ELEC 315,ELEC,2,4
ELEC 321,ELEC 321,ELEC,2,4
STAT 305,STAT 305,STAT,13,4
ELEC 341,ELEC 341,ELEC,2,4
ELEC 342,ELEC 342,ELEC,2,5
ELEC 343,ELEC 343,ELEC,2,5
ELEC 344,ELEC 344,ELEC,4,4
ELEC 352,ELEC 352,ELEC,2,6
ELEC 391,ELEC 391,ELEC,3,5
ELEC 401,ELEC 401,ELEC,3,5
ELEC 402,ELEC 402,ELEC,1,3
ELEC 403,ELEC 403,ELEC,1,4
ELEC 404,ELEC 404,ELEC,2,6
ELEC 411,ELEC 411,ELEC,3,5
PHYS 354,PHYS 354,PHYS,9,4
ELEC 415,ELEC 415,ELEC,2,5
ELEC 421,ELEC 421,ELEC,1,4
ELEC 422,ELEC 422,ELEC,9,6
ELEC 431,ELEC 431,ELEC,7,4
STAT 357,STAT 357,STAT,0,0
ELEC 432,ELEC 432,ELEC,1,5
ELEC 434,ELEC 434,ELEC,1,4
ELEC 441,ELEC 441,ELEC,1,5
ELEC 442,ELEC 442,ELEC,1,3
ELEC 451,ELEC 451,ELEC,3,5
ELEC 452,ELEC 452,ELEC,2,6
ELEC 453,ELEC 453,ELEC,1,6
ELEC 454,ELEC 454,ELEC,1,7
ELEC 455,ELEC 455,ELEC,2,7
ELEC 461,ELEC 461,ELEC,6,2
MTRL 478,MTRL 478,MTRL,1,0
ELEC 471,ELEC 471,ELEC,4,21
ELEC 472,ELEC 472,ELEC,4,5
ELEC 491,ELEC 491,ELEC,1,6
ELEC 494,ELEC 494,ELEC,1,6
ENDS 302,ENDS 302,ENDS,1,1
ENDS 301,ENDS 301,ENDS,0,0
ENDS 401,ENDS 401,ENDS,1,2
ENDS 402,ENDS 402,ENDS,1,3
ENGL 200,ENGL 200,ENGL,5,1
ENGL 220,ENGL 220,ENGL,5,1
ENGL 221,ENGL 221,ENGL,5,1
ENGL 222,ENGL 222,ENGL,5,1
ENGL 223,ENGL 223,ENGL,5,1
ENGL 224,ENGL 224,ENGL,5,1
ENGL 225,ENGL 225,ENGL,5,1
ENGL 226,ENGL 226,ENGL,5,1
ENGL 227,ENGL 227,ENGL,5,1
ENGL 228,ENGL 228,ENGL,5,1
ENGL 229,ENGL 229,ENGL,5,1
ENGL 231,ENGL 231,ENGL,5,1
ENGL 232,ENGL 232,ENGL,5,1
ENGL 241,ENGL 241,ENGL,5,1
ENGL 242,ENGL 242,ENGL,5,1
ENGL 243,ENGL 243,ENGL,5,1
ENGL 244,ENGL 244,ENGL,5,1
ENGL 245,ENGL 245,ENGL,5,1
ENGL 246,ENGL 246,ENGL,5,1
ENGL 247,ENGL 247,ENGL,5,1
ENGL 248,ENGL 248,ENGL,5,1
ENGL 249,ENGL 249,ENGL,5,1
ENGL 300,ENGL 300,ENGL,1,1
ENGL 210,ENGL 210,ENGL,0,0
ENGL 301,ENGL 301,ENGL,5,1
ENGL 304,ENGL 304,ENGL,5,1
ENGL 307,ENGL 307,ENGL,5,1
ENGL 308,ENGL 308,ENGL,5,1
ENGL 309,ENGL 309,ENGL,5,1
ENGL 310,ENGL 310,ENGL,5,1
ENGL 311,ENGL 311,ENGL,5,1
ENGL 312,ENGL 312,ENGL,5,1
ENGL 318,ENGL 318,ENGL,5,1
ENGL 319,ENGL 319,ENGL,5,1
ENGL 321,ENGL 321,ENGL,5,1
ENGL 322,ENGL 322,ENGL,5,1
ENGL 323,ENGL 323,ENGL,5,1
ENGL 324,ENGL 324,ENGL,5,1
ENGL 326,ENGL 326,ENGL,5,1
ENGL 327,ENGL 327,ENGL,5,1
ENGL 328,ENGL 328,ENGL,5,1
ENGL 330,ENGL 330,ENGL,5,1
ENGL 331,ENGL 331,ENGL,5,1
ENGL 332,ENGL 332,ENGL,5,1
ENGL 333,ENGL 333,ENGL,5,1
ENGL 334,ENGL 334,ENGL,5,1
ENGL 335,ENGL 335,ENGL,5,1
ENGL 336,ENGL 336,ENGL,5,1
ENGL 337,ENGL 337,ENGL,5,1
ENGL 338,ENGL 338,ENGL,5,1
ENGL 339,ENGL 339,ENGL,5,1
ENGL 342,ENGL 342,ENGL,5,1
ENGL 343,ENGL 343,ENGL,5,1
ENGL 344,ENGL 344,ENGL,5,1
ENGL 346,ENGL 346,ENGL,5,1
ENGL 347,ENGL 347,ENGL,5,1
ENGL 348,ENGL 348,ENGL,5,1
ENGL 349,ENGL 349,ENGL,5,1
ENGL 350,ENGL 350,ENGL,5,1
ENGL 351,ENGL 351,ENGL,5,1
ENGL 353,ENGL 353,ENGL,5,1
ENGL 355,ENGL 355,ENGL,5,1
ENGL 360,ENGL 360,ENGL,5,1
ENGL 361,ENGL 361,ENGL,5,1
ENGL 362,ENGL 362,ENGL,5,1
ENGL 364,ENGL 364,ENGL,5,1
ENGL 365,ENGL 365,ENGL,5,1
ENGL 366,ENGL 366,ENGL,5,1
ENGL 368,ENGL 368,ENGL,5,1
ENGL 370,ENGL 370,ENGL,5,1
ENGL 371,ENGL 371,ENGL,5,1
ENGL 372,ENGL 372,ENGL,5,1
ENGL 373,ENGL 373,ENGL,5,1
ENGL 374,ENGL 374,ENGL,5,1
ENGL 375,ENGL 375,ENGL,5,1
ENGL 377,ENGL 377,ENGL,5,1
ENGL 378,ENGL 378,ENGL,5,1
ENGL 379,ENGL 379,ENGL,5,1
ENGL 380,ENGL 380,ENGL,5,1
ENGL 381,ENGL 381,ENGL,5,1
ENGL 382,ENGL 382,ENGL,5,1
ENGL 384,ENGL 384,ENGL,5,1
ENGL 386,ENGL 386,ENGL,5,1
ENGL 387,ENGL 387,ENGL,5,1
ENGL 388,ENGL 388,ENGL,5,1
ENGL 390,ENGL 390,ENGL,5,1
ENGL 392,ENGL 392,ENGL,5,1
ENGL 393,ENGL 393,ENGL,5,1
ENGL 394,ENGL 394,ENGL,5,1
ENGL 395,ENGL 395,ENGL,5,1
ENGL 396,ENGL 396,ENGL,5,1
ENGL 397,ENGL 397,ENGL,5,1
ENGL 398,ENGL 398,ENGL,5,1
ENGL 399,ENGL 399,ENGL,5,1
ENPH 257,ENPH 257,ENPH,15,2
PHYS 109,PHYS 109,PHYS,3,3
PHYS 119,PHYS 119,PHYS,9,1
ENPH 270,ENPH 270,ENPH,1,3
ENPH 352,ENPH 352,ENPH,1,5
ENPH 353,ENPH 353,ENPH,2,4
ENPH 459,ENPH 459,ENPH,1,4
ENPH 479,ENPH 479,ENPH,1,5
ENPH 480,ENPH 480,ENPH,1,6
ENPH 481,ENPH 481,ENPH,1,5
ENST 312,ENST 312,ENST,8,1
GEOS 102,GEOS 102,GEOS,0,0
GEOS 204,GEOS 204,GEOS,0,0
GEOB 204,GEOB 204,GEOB,0,0
EOSC 112,EOSC 112,EOSC,0,0
ENST 313,ENST 313,ENST,1,1
GEOG 121,GEOG 121,GEOG,0,0
ENST 314,ENST 314,ENST,5,1
GEOG 211,GEOG 211,GEOG,0,0
GEOS 103,GEOS 103,GEOS,0,0
ENVE 200,ENVE 200,ENVE,1,0
ENVE 201,ENVE 201,ENVE,8,1
ENVE 202,ENVE 202,ENVE,5,4
ENVE 203,ENVE 203,ENVE,2,1
ENVE 301,ENVE 301,ENVE,2,5
ENVE 401,ENVE 401,ENVE,1,6
ENVR 301,ENVR 301,ENVR,1,1
ENVR 201,ENVR 201,ENVR,0,0
ENVR 302,ENVR 302,ENVR,0,0
ENVR 400,ENVR 400,ENVR,1,1
ENVR 401,ENVR 401,ENVR,2,1
ENVR 402,ENVR 402,ENVR,1,2
ENVR 420,ENVR 420,ENVR,4,1
GEOB 305,GEOB 305,GEOB,0,0
GEOS 305,GEOS 305,GEOS,7,3
EOSC 325,EOSC 325,EOSC,1,0
ENVR 430,ENVR 430,ENVR,2,1
ENVR 440,ENVR 440,ENVR,4,1
SCIE 220,SCIE 220,SCIE,0,0
ENVR 449,ENVR 449,ENVR,1,1
EOSC 110,EOSC 110,EOSC,0,0
EOSC 114,EOSC 114,EOSC,0,0
EOSC 116,EOSC 116,EOSC,0,0
EOSC 220,EOSC 220,EOSC,5,1
EOSC 221,EOSC 221,EOSC,2,2
EOSC 222,EOSC 222,EOSC,10,1
EOSC 111,EOSC 111,EOSC,0,0
EOSC 113,EOSC 113,EOSC,0,0
EOSC 115,EOSC 115,EOSC,0,0
EOSC 117,EOSC 117,EOSC,0,0
EOSC 118,EOSC 118,EOSC,0,0
EOSC 223,EOSC 223,EOSC,1,3
EOSC 240,EOSC 240,EOSC,2,4
EOSC 256,EOSC 256,EOSC,11,2
EOSC 270,EOSC 270,EOSC,6,1
EOSC 320,EOSC 320,EOSC,4,3
EOSC 321,EOSC 321,EOSC,1,3
EOSC 322,EOSC 322,EOSC,1,3
EOSC 323,EOSC 323,EOSC,4,4
EOSC 327,EOSC 327,EOSC,2,3
EOSC 328,EOSC 328,EOSC,4,5
EOSC 330,EOSC 330,EOSC,4,1
EOSC 331,EOSC 331,EOSC,1,3
EOSC 332,EOSC 332,EOSC,1,5
EOSC 333,EOSC 333,EOSC,1,3
EOSC 340,EOSC 340,EOSC,17,2
EOSC 350,EOSC 350,EOSC,2,3
EOSC 353,EOSC 353,EOSC,1,5
EOSC 354,EOSC 354,EOSC,11,2
EOSC 355,EOSC 355,EOSC,17,2
EOSC 372,EOSC 372,EOSC,17,2
EOSC 373,EOSC 373,EOSC,1,3
EOSC 410,EOSC 410,EOSC,9,3
EOSC 420,EOSC 420,EOSC,2,3
EOSC 421,EOSC 421,EOSC,1,4
EOSC 422,EOSC 422,EOSC,1,5
EOSC 424,EOSC 424,EOSC,1,4
EOSC 425,EOSC 425,EOSC,1,2
EOSC 426,EOSC 426,EOSC,9,1
EOSC 428,EOSC 428,EOSC,2,1
EOSC 429,EOSC 429,EOSC,2,1
EOSC 430,EOSC 430,EOSC,6,2
EOSC 431,EOSC 431,EOSC,1,2
EOSC 432,EOSC 432,EOSC,1,4
EOSC 433,EOSC 433,EOSC,3,5
MINE 303,MINE 303,MINE,3,4
EOSC 434,EOSC 434,EOSC,3,4
EOSC 442,EOSC 442,EOSC,11,3
EOSC 450,EOSC 450,EOSC,8,4
EOSC 453,EOSC 453,EOSC,3,4
EOSC 454,EOSC 454,EOSC,5,6
EOSC 470,EOSC 470,EOSC,2,3
EOSC 471,EOSC 471,EOSC,10,3
EOSC 472,EOSC 472,EOSC,1,4
EOSC 473,EOSC 473,EOSC,2,3
EPSE 316,EPSE 316,EPSE,2,1
EPSE 390,EPSE 390,EPSE,2,1
EPSE 404,EPSE 404,EPSE,2,1
EPSE 423,EPSE 423,EPSE,2,1
EPSE 306,EPSE 306,EPSE,0,0
EPSE 313,EPSE 313,EPSE,0,0
EPSE 431,EPSE 431,EPSE,1,2
EPSE 455,EPSE 455,EPSE,1,1
EPSE 425,EPSE 425,EPSE,1,0
EPSE 456,EPSE 456,EPSE,1,2
EPSE 481,EPSE 481,EPSE,1,1
EPSE 484,EPSE 484,EPSE,1,1
FIPR 330,FIPR 330,FIPR,1,1
FIPR 230,FIPR 230,FIPR,0,0
FIPR 333,FIPR 333,FIPR,4,1
FIPR 233,FIPR 233,FIPR,1,0
FIPR 337,FIPR 337,FIPR,2,0
FIPR 338,FIPR 338,FIPR,1,0
FIPR 433,FIPR 433,FIPR,2,1
FILM 333,FILM 333,FILM,0,0
FIPR 435,FIPR 435,FIPR,4,1
FIPR 234,FIPR 234,FIPR,1,0
FIPR 339,FIPR 339,FIPR,1,0
FIPR 437,FIPR 437,FIPR,2,1
FIPR 439,FIPR 439,FIPR,2,1
FMST 312,FMST 312,FMST,2,1
SOCI 200,SOCI 200,SOCI,0,0
FMST 210,FMST 210,FMST,0,0
FMST 314,FMST 314,FMST,5,1
PSYC 101,PSYC 101,PSYC,3,0
PSYC 102,PSYC 102,PSYC,3,0
SOCI 240,SOCI 240,SOCI,0,0
FMST 316,FMST 316,FMST,5,1
FNEL 102,FNEL 102,FNEL,1,1
FNEL 101,FNEL 101,FNEL,0,0
FNEL 112,FNEL 112,FNEL,1,1
FNEL 111,FNEL 111,FNEL,0,0
FNEL 122,FNEL 122,FNEL,1,1
FNEL 121,FNEL 121,FNEL,0,0
FNEL 132,FNEL 132,FNEL,1,1
FNEL 131,FNEL 131,FNEL,0,0
FNEL 142,FNEL 142,FNEL,1,1
FNEL 141,FNEL 141,FNEL,0,0
FNEL 152,FNEL 152,FNEL,1,1
FNEL 151,FNEL 151,FNEL,0,0
FNEL 162,FNEL 162,FNEL,1,1
FNEL 161,FNEL 161,FNEL,0,0
FNEL 192,FNEL 192,FNEL,0,0
FNEL 201,FNEL 201,FNEL,1,1
FNEL102,FNEL102,FNEL102,0,0
FNEL 202,FNEL 202,FNEL,1,2
FNEL 211,FNEL 211,FNEL,1,1
FNEL112,FNEL112,FNEL112,0,0
FNEL 212,FNEL 212,FNEL,1,2
FNEL 221,FNEL 221,FNEL,1,2
FNEL 222,FNEL 222,FNEL,1,3
FNEL 231,FNEL 231,FNEL,1,2
FNEL 232,FNEL 232,FNEL,1,3
FNEL 241,FNEL 241,FNEL,1,2
FNEL 242,FNEL 242,FNEL,1,3
FNEL 251,FNEL 251,FNEL,1,2
FNEL 252,FNEL 252,FNEL,1,3
FNEL 261,FNEL 261,FNEL,1,2
FNEL 262,FNEL 262,FNEL,1,3
FNEL 291,FNEL 291,FNEL,1,1
FNEL 292,FNEL 292,FNEL,1,2
FNEL 301,FNEL 301,FNEL,1,3
FNEL 302,FNEL 302,FNEL,1,4
FNEL 389,FNEL 389,FNEL,3,1
FNEL 281,FNEL 281,FNEL,2,0
FNEL 282,FNEL 282,FNEL,2,0
FNEL 481,FNEL 481,FNEL,3,1
FNEL 180,FNEL 180,FNEL,0,0
FNEL 482,FNEL 482,FNEL,3,2
FNH 160,FNH 160,FNH,9,1
CHEM 11,CHEM 11,CHEM,0,0
ATPH 12,ATPH 12,ATPH,0,0
FNH 161,FNH 161,FNH,4,2
FNH 200,FNH 200,FNH,0,0
FNH 250,FNH 250,FNH,6,1
KIN 131,KIN 131,KIN,0,0
KIN 132,KIN 132,KIN,0,0
FNH 301,FNH 301,FNH,5,3
CHEM 201,CHEM 201,CHEM,0,0
FNH 302,FNH 302,FNH,5,3
FNH 303,FNH 303,FNH,6,1
FNH 309,FNH 309,FNH,11,1
FNH 313,FNH 313,FNH,2,2
FNH 325,FNH 325,FNH,4,4
FNH 326,FNH 326,FNH,4,5
FNH 330,FNH 330,FNH,0,0
FNH 335,FNH 335,FNH,1,1
FNH 340,FNH 340,FNH,6,2
FNH 341,FNH 341,FNH,1,3
FNH 345,FNH 345,FNH,1,3
FNH 370,FNH 370,FNH,1,2
FNH 350,FNH 350,FNH,3,4
FNH 351,FNH 351,FNH,3,4
FNH 371,FNH 371,FNH,1,2
FNH 375,FNH 375,FNH,4,5
FNH 380,FNH 380,FNH,0,0
FNH 381,FNH 381,FNH,2,6
FNH 398,FNH 398,FNH,6,2
FNH 402,FNH 402,FNH,1,4
FNH 403,FNH 403,FNH,4,2
FNH 404,FNH 404,FNH,1,3
FNH 405,FNH 405,FNH,5,3
MICB 201,MICB 201,MICB,3,2
MICB 202,MICB 202,MICB,5,2
FNH 413,FNH 413,FNH,4,3
FNH 414,FNH 414,FNH,2,2
FNH 419,FNH 419,FNH,1,3
FNH 425,FNH 425,FNH,2,6
FNH 430,FNH 430,FNH,4,2
MICB 325,MICB 325,MICB,5,3
FNH 436,FNH 436,FNH,1,2
FNH 440,FNH 440,FNH,1,3
FNH 451,FNH 451,FNH,5,5
FNH 454,FNH 454,FNH,1,5
FNH 455,FNH 455,FNH,1,1
FNH 355,FNH 355,FNH,0,0
FNH 470,FNH 470,FNH,2,6
FNH 472,FNH 472,FNH,1,5
FNH 473,FNH 473,FNH,1,2
FNH 474,FNH 474,FNH,2,5
FNH 475,FNH 475,FNH,2,7
FNH 477,FNH 477,FNH,1,3
FNH 480,FNH 480,FNH,2,7
FNH 481,FNH 481,FNH,3,8
FNH 482,FNH 482,FNH,1,9
FNH 483,FNH 483,FNH,1,10
FNIS 210,FNIS 210,FNIS,0,0
FNIS 220,FNIS 220,FNIS,0,0
FNIS 300,FNIS 300,FNIS,5,1
FNSP 200,FNSP 200,FNSP,0,0
FNSP 210,FNSP 210,FNSP,0,0
FNSP 220,FNSP 220,FNSP,0,0
FNIS 310,FNIS 310,FNIS,5,1
FNIS 320,FNIS 320,FNIS,2,1
FNSP 310,FNSP 310,FNSP,0,0
FNIS 360,FNIS 360,FNIS,5,1
FNIS 400,FNIS 400,FNIS,4,1
FNSP 320,FNSP 320,FNSP,0,0
FNIS 401,FNIS 401,FNIS,6,1
FNIS 100,FNIS 100,FNIS,0,0
FNIS 451,FNIS 451,FNIS,6,1
FNIS 452,FNIS 452,FNIS,6,1
FNIS 453,FNIS 453,FNIS,6,1
FNIS 454,FNIS 454,FNIS,6,1
FNIS 455,FNIS 455,FNIS,6,1
FNIS 456,FNIS 456,FNIS,6,1
FOPR 262,FOPR 262,FOPR,2,1
FOPR 261,FOPR 261,FOPR,0,0
FOPR 362,FOPR 362,FOPR,2,2
FRST 318,FRST 318,FRST,2,1
FOPR 388,FOPR 388,FOPR,1,2
FOPR 459,FOPR 459,FOPR,1,2
FOPR 464,FOPR 464,FOPR,1,3
FREN 102,FREN 102,FREN,1,1
FREN 101,FREN 101,FREN,0,0
FREN 201,FREN 201,FREN,2,1
FREN 11,FREN 11,FREN,0,0
FREN 202,FREN 202,FREN,2,1
FREN 111,FREN 111,FREN,0,0
FREN 301,FREN 301,FREN,3,1
FREN 12,FREN 12,FREN,0,0
FREN 112,FREN 112,FREN,0,0
FREN 302,FREN 302,FREN,2,1
FREN 122,FREN 122,FREN,0,0
FREN 311,FREN 311,FREN,2,1
FREN 123,FREN 123,FREN,0,0
FREN 321,FREN 321,FREN,3,1
FREN 220,FREN 220,FREN,0,0
FREN 221,FREN 221,FREN,0,0
FREN 330,FREN 330,FREN,5,1
FREN 224,FREN 224,FREN,0,0
FREN 401,FREN 401,FREN,2,1
FREN 331,FREN 331,FREN,3,2
FREN 341,FREN 341,FREN,3,2
FREN 344,FREN 344,FREN,2,1
FREN 215,FREN 215,FREN,0,0
FREN 225,FREN 225,FREN,0,0
FREN 346,FREN 346,FREN,2,1
FREN 352,FREN 352,FREN,2,1
FREN 353,FREN 353,FREN,2,1
FREN 223,FREN 223,FREN,0,0
FREN 357,FREN 357,FREN,3,2
FREN 402,FREN 402,FREN,2,1
FREN 370,FREN 370,FREN,6,1
FREN 407,FREN 407,FREN,5,1
FREN 328,FREN 328,FREN,0,0
FREN 329,FREN 329,FREN,0,0
FREN 408,FREN 408,FREN,5,1
FREN 409,FREN 409,FREN,5,1
FREN 410,FREN 410,FREN,5,1
FREN 413,FREN 413,FREN,5,1
FREN 414,FREN 414,FREN,5,1
FREN 415,FREN 415,FREN,5,1
FREN 416,FREN 416,FREN,5,1
FREN 417,FREN 417,FREN,5,1
FREN 418,FREN 418,FREN,5,1
FREN 419,FREN 419,FREN,5,1
FREN 420,FREN 420,FREN,5,1
FREN 427,FREN 427,FREN,5,1
FREN 428,FREN 428,FREN,5,1
FREN 430,FREN 430,FREN,5,1
FREN 440,FREN 440,FREN,5,1
FREN 441,FREN 441,FREN,5,1
FREN 442,FREN 442,FREN,5,1
FREN 443,FREN 443,FREN,5,1
FREN 450,FREN 450,FREN,6,1
FREN 451,FREN 451,FREN,3,2
FREN 455,FREN 455,FREN,3,2
FREN 457,FREN 457,FREN,1,3
FREN 460,FREN 460,FREN,3,2
FREN 470,FREN 470,FREN,2,2
FREN 472,FREN 472,FREN,2,2
FREN 474,FREN 474,FREN,2,2
FREN 476,FREN 476,FREN,5,1
FREN 480,FREN 480,FREN,5,1
FREN 484,FREN 484,FREN,5,1
FREN 485,FREN 485,FREN,5,1
FREN 495,FREN 495,FREN,5,1
FREN 496,FREN 496,FREN,2,2
FRE 290,FRE 290,FRE,2,1
FRE 295,FRE 295,FRE,3,2
FRE 302,FRE 302,FRE,2,1
FRE 306,FRE 306,FRE,2,1
FRE 326,FRE 326,FRE,3,2
FRE 340,FRE 340,FRE,2,1
FRE 374,FRE 374,FRE,2,1
FRE 385,FRE 385,FRE,6,2
FRE 394,FRE 394,FRE,2,2
FRE 402,FRE 402,FRE,2,1
FRE 420,FRE 420,FRE,2,1
FRE 460,FRE 460,FRE,2,1
FRE 474,FRE 474,FRE,8,1
FRE 490,FRE 490,FRE,2,1
FRST 200,FRST 200,FRST,3,2
FRST 202,FRST 202,FRST,1,3
FRST 203,FRST 203,FRST,1,4
MATH 190,MATH 190,MATH,1,0
FRST 239,FRST 239,FRST,2,2
FRST 232,FRST 232,FRST,0,0
FRST 305,FRST 305,FRST,4,4
FRST 350,FRST 350,FRST,1,4
FRST 351,FRST 351,FRST,1,4
UFOR 400,UFOR 400,UFOR,1,1
FRST 307,FRST 307,FRST,2,5
FRST 310,FRST 310,FRST,1,2
FRST 319,FRST 319,FRST,2,1
FRST 320,FRST 320,FRST,2,5
FRST 339,FRST 339,FRST,1,3
FRST 385,FRST 385,FRST,0,0
FRST 403,FRST 403,FRST,1,4
FRST 404,FRST 404,FRST,1,5
FRST 408,FRST 408,FRST,3,3
FRST 413,FRST 413,FRST,6,4
FRST 422,FRST 422,FRST,0,0
FRST 423,FRST 423,FRST,1,1
FRST 430,FRST 430,FRST,4,2
FRST 399,FRST 399,FRST,0,0
FRST 436,FRST 436,FRST,1,4
FRST 444,FRST 444,FRST,2,1
FRST 485,FRST 485,FRST,1,1
FRST 495,FRST 495,FRST,2,4
FSCT 398,FSCT 398,FSCT,0,0
FSCT 399,FSCT 399,FSCT,1,1
FSCT 498,FSCT 498,FSCT,1,2
FSCT 499,FSCT 499,FSCT,1,3
GEOG 312,GEOG 312,GEOG,8,1
GEOG 313,GEOG 313,GEOG,1,1
GEOG 314,GEOG 314,GEOG,5,1
GEOG 316,GEOG 316,GEOG,4,1
GEOG 318,GEOG 318,GEOG,1,1
GEOG 310,GEOG 310,GEOG,0,0
GEOG 361,GEOG 361,GEOG,1,1
GEOG 122,GEOG 122,GEOG,0,0
GEOG 362,GEOG 362,GEOG,2,1
GEOG 260,GEOG 260,GEOG,0,0
GEOG 364,GEOG 364,GEOG,2,1
GEOG 402,GEOG 402,GEOG,1,2
GEOG 410,GEOG 410,GEOG,1,1
GEOG 412,GEOG 412,GEOG,1,1
GEOG 432,GEOG 432,GEOG,1,1
GEOG 451,GEOG 451,GEOG,5,1
GEOG 250,GEOG 250,GEOG,0,0
URST 200,URST 200,URST,0,0
PLAN 211,PLAN 211,PLAN,0,0
PLAN 231,PLAN 231,PLAN,0,0
GEOG 371,GEOG 371,GEOG,0,0
GEOG 457,GEOG 457,GEOG,2,1
GEOG 350,GEOG 350,GEOG,0,0
GEOG 357,GEOG 357,GEOG,0,0
GEOG 461,GEOG 461,GEOG,2,2
GEOG 495,GEOG 495,GEOG,2,1
LAST 100,LAST 100,LAST,0,0
GEOG 395,GEOG 395,GEOG,0,0
GEOS 206,GEOS 206,GEOS,8,1
GEOS 303,GEOS 303,GEOS,4,1
APBI 244,APBI 244,APBI,0,0
GEOS 306,GEOS 306,GEOS,11,1
GEOS 307,GEOS 307,GEOS,4,1
GEOS 308,GEOS 308,GEOS,4,1
GEOB 206,GEOB 206,GEOB,1,0
GEOS 309,GEOS 309,GEOS,10,1
GEOS 370,GEOS 370,GEOS,2,1
GEOS 270,GEOS 270,GEOS,0,0
GEOS 372,GEOS 372,GEOS,4,1
GEOS 373,GEOS 373,GEOS,2,1
GEOS 400,GEOS 400,GEOS,6,2
GEOS 401,GEOS 401,GEOS,6,1
AGRO 244,AGRO 244,AGRO,0,0
GEOS 402,GEOS 402,GEOS,4,1
GEOS 403,GEOS 403,GEOS,10,2
GEOS 405,GEOS 405,GEOS,4,1
GEOS 406,GEOS 406,GEOS,3,1
GEOS 407,GEOS 407,GEOS,4,1
GEOS 408,GEOS 408,GEOS,10,2
GEOB 308,GEOB 308,GEOB,0,0
GEOS 409,GEOS 409,GEOS,2,1
GEOB 309,GEOB 309,GEOB,0,0
GEOS 415,GEOS 415,GEOS,10,1
